GID1	GID2	EH23_Early_Flower	EH23_Foliage	EH23_Foliage_12light	EH23_Late_Flower	EH23_Roots	EH23_Shoottips
EH23a.chr8.v1.g250390.t1	EH23b.chr8.v1.g219930.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250400.t1	EH23b.chr8.v1.g219920.t1	C	C	A	A	C	C
EH23a.chr8.v1.g250410.t1	EH23b.chr8.v1.g219910.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250430.t1	EH23b.chr8.v1.g219890.t1	A	A	A	A	A	A
EH23a.chr8.v1.g250440.t1	EH23b.chr8.v1.g219860.t1	C	C	C	B	C	C
EH23a.chr8.v1.g250470.t1	EH23b.chr8.v1.g219830.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250490.t1	EH23b.chr8.v1.g219810.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250510.t1	EH23b.chr8.v1.g219790.t1	C	B	B	C	C	C
EH23a.chr8.v1.g250530.t1	EH23b.chr8.v1.g219760.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250540.t1	EH23b.chr8.v1.g219750.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250550.t1	EH23b.chr8.v1.g219700.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250590.t1	EH23b.chr8.v1.g219660.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250600.t1	EH23b.chr8.v1.g219630.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250610.t1	EH23b.chr8.v1.g219620.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250620.t1	EH23b.chr8.v1.g219610.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250650.t1	EH23b.chr8.v1.g219600.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250660.t1	EH23b.chr8.v1.g219590.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250670.t1	EH23b.chr8.v1.g219580.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250680.t1	EH23b.chr8.v1.g219570.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250700.t1	EH23b.chr8.v1.g219560.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250710.t1	EH23b.chr8.v1.g219550.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250720.t1	EH23b.chr8.v1.g219540.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250740.t1	EH23b.chr8.v1.g219530.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250750.t1	EH23b.chr8.v1.g219520.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250760.t1	EH23b.chr8.v1.g219510.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250770.t1	EH23b.chr8.v1.g219500.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250780.t1	EH23b.chr8.v1.g219490.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250790.t1	EH23b.chr8.v1.g219480.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250800.t1	EH23b.chr8.v1.g219470.t1	A	C	C	C	C	C
EH23a.chr8.v1.g250810.t1	EH23b.chr8.v1.g219460.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250830.t1	EH23b.chr8.v1.g219440.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250840.t1	EH23b.chr8.v1.g219430.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250870.t1	EH23b.chr8.v1.g219380.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250890.t1	EH23b.chr8.v1.g219370.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250900.t1	EH23b.chr8.v1.g219360.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250910.t1	EH23b.chr8.v1.g219350.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250930.t1	EH23b.chr8.v1.g219330.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250940.t1	EH23b.chr8.v1.g219320.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250960.t1	EH23b.chr8.v1.g219310.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250970.t1	EH23b.chr8.v1.g219300.t1	C	C	C	C	C	C
EH23a.chr8.v1.g250980.t1	EH23b.chr8.v1.g219290.t1	A	C	C	A	A	C
EH23a.chr8.v1.g250990.t1	EH23b.chr8.v1.g219280.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251000.t1	EH23b.chr8.v1.g219270.t1	A	A	A	A	A	A
EH23a.chr8.v1.g251010.t1	EH23b.chr8.v1.g219260.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251020.t1	EH23b.chr8.v1.g219240.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251040.t1	EH23b.chr8.v1.g219220.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251060.t1	EH23b.chr8.v1.g219200.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251090.t1	EH23b.chr8.v1.g219190.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251100.t1	EH23b.chr8.v1.g219180.t1	A	A	C	A	C	C
EH23a.chr8.v1.g251120.t1	EH23b.chr8.v1.g219150.t1	B	B	B	C	B	B
EH23a.chr8.v1.g251130.t1	EH23b.chr8.v1.g219140.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251140.t1	EH23b.chr8.v1.g219130.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251150.t1	EH23b.chr8.v1.g219110.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251160.t1	EH23b.chr8.v1.g219090.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251170.t1	EH23b.chr8.v1.g219080.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251180.t1	EH23b.chr8.v1.g219070.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251190.t1	EH23b.chr8.v1.g219060.t1	A	C	C	C	C	C
EH23a.chr8.v1.g251210.t1	EH23b.chr8.v1.g219020.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251220.t1	EH23b.chr8.v1.g219010.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251240.t1	EH23b.chr8.v1.g219000.t1	C	B	C	C	C	C
EH23a.chr8.v1.g251250.t1	EH23b.chr8.v1.g218990.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251260.t1	EH23b.chr8.v1.g218980.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251280.t1	EH23b.chr8.v1.g218960.t1	A	A	C	A	C	A
EH23a.chr8.v1.g251290.t1	EH23b.chr8.v1.g218950.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251300.t1	EH23b.chr8.v1.g218940.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251310.t1	EH23b.chr8.v1.g218930.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251320.t1	EH23b.chr8.v1.g218920.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251330.t1	EH23b.chr8.v1.g218910.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251340.t1	EH23b.chr8.v1.g218900.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251350.t1	EH23b.chr8.v1.g218890.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251360.t1	EH23b.chr8.v1.g218880.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251370.t1	EH23b.chr8.v1.g218870.t1	A	A	C	A	C	A
EH23a.chr8.v1.g251380.t1	EH23b.chr8.v1.g218860.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251390.t1	EH23b.chr8.v1.g218850.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251400.t1	EH23b.chr8.v1.g218840.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251430.t2	EH23b.chr8.v1.g218810.t2	C	C	C	C	C	C
EH23a.chr8.v1.g251440.t1	EH23b.chr8.v1.g218790.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251450.t1	EH23b.chr8.v1.g218780.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251460.t1	EH23b.chr8.v1.g218770.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251470.t1	EH23b.chr8.v1.g218760.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251490.t1	EH23b.chr8.v1.g218740.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251510.t1	EH23b.chr8.v1.g218720.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251530.t1	EH23b.chr8.v1.g218700.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251540.t1	EH23b.chr8.v1.g218690.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251560.t1	EH23b.chr8.v1.g218680.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251570.t1	EH23b.chr8.v1.g218670.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251580.t1	EH23b.chr8.v1.g218660.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251590.t1	EH23b.chr8.v1.g218650.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251600.t1	EH23b.chr8.v1.g218640.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251610.t1	EH23b.chr8.v1.g218630.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251620.t1	EH23b.chr8.v1.g218620.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251630.t1	EH23b.chr8.v1.g218610.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251640.t1	EH23b.chr8.v1.g218600.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251650.t1	EH23b.chr8.v1.g218590.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251670.t1	EH23b.chr8.v1.g218570.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251680.t1	EH23b.chr8.v1.g218560.t1	B	C	C	B	C	C
EH23a.chr8.v1.g251700.t1	EH23b.chr8.v1.g218540.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251710.t1	EH23b.chr8.v1.g218530.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251720.t1	EH23b.chr8.v1.g218520.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251730.t1	EH23b.chr8.v1.g218510.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251740.t1	EH23b.chr8.v1.g218500.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251760.t1	EH23b.chr8.v1.g218490.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251780.t1	EH23b.chr8.v1.g218480.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251800.t1	EH23b.chr8.v1.g218460.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251810.t1	EH23b.chr8.v1.g218450.t1	C	C	C	A	C	C
EH23a.chr8.v1.g251820.t1	EH23b.chr8.v1.g218440.t1	A	C	C	A	C	C
EH23a.chr8.v1.g251830.t1	EH23b.chr8.v1.g218430.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251840.t1	EH23b.chr8.v1.g218420.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251860.t1	EH23b.chr8.v1.g218400.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251870.t1	EH23b.chr8.v1.g218390.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251880.t1	EH23b.chr8.v1.g218380.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251890.t1	EH23b.chr8.v1.g218370.t1	A	A	A	A	C	C
EH23a.chr8.v1.g251900.t1	EH23b.chr8.v1.g218360.t1	C	A	A	A	C	C
EH23a.chr8.v1.g251930.t1	EH23b.chr8.v1.g218340.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251950.t1	EH23b.chr8.v1.g218320.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251960.t1	EH23b.chr8.v1.g218310.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251970.t1	EH23b.chr8.v1.g218300.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251980.t1	EH23b.chr8.v1.g218290.t1	C	C	C	C	C	C
EH23a.chr8.v1.g251990.t1	EH23b.chr8.v1.g218280.t1	C	A	C	C	C	C
EH23a.chr8.v1.g252000.t1	EH23b.chr8.v1.g218270.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252010.t1	EH23b.chr8.v1.g218260.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252020.t1	EH23b.chr8.v1.g218250.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252030.t1	EH23b.chr8.v1.g218240.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252040.t1	EH23b.chr8.v1.g218230.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252050.t1	EH23b.chr8.v1.g218220.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252060.t1	EH23b.chr8.v1.g218210.t1	A	A	A	A	A	A
EH23a.chr8.v1.g252070.t1	EH23b.chr8.v1.g218200.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252080.t1	EH23b.chr8.v1.g218190.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252090.t1	EH23b.chr8.v1.g218180.t1	C	A	A	A	C	C
EH23a.chr8.v1.g252130.t1	EH23b.chr8.v1.g218130.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252140.t1	EH23b.chr8.v1.g218120.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252150.t1	EH23b.chr8.v1.g218110.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252160.t1	EH23b.chr8.v1.g218100.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252170.t1	EH23b.chr8.v1.g218090.t1	C	A	C	C	C	C
EH23a.chr8.v1.g252200.t1	EH23b.chr8.v1.g218060.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252210.t1	EH23b.chr8.v1.g218050.t1	C	C	C	A	C	C
EH23a.chr8.v1.g252220.t1	EH23b.chr8.v1.g218040.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252230.t1	EH23b.chr8.v1.g218030.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252270.t1	EH23b.chr8.v1.g218000.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252290.t1	EH23b.chr8.v1.g217980.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252310.t1	EH23b.chr8.v1.g217960.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252310.t2	EH23b.chr8.v1.g217960.t2	C	C	C	C	C	C
EH23a.chr8.v1.g252340.t1	EH23b.chr8.v1.g217940.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252350.t1	EH23b.chr8.v1.g217930.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252360.t1	EH23b.chr8.v1.g217920.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252370.t1	EH23b.chr8.v1.g217910.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252380.t1	EH23b.chr8.v1.g217900.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252420.t1	EH23b.chr8.v1.g217860.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252450.t1	EH23b.chr8.v1.g217840.t1	C	C	C	A	C	C
EH23a.chr8.v1.g252460.t1	EH23b.chr8.v1.g217830.t1	C	A	C	C	C	A
EH23a.chr8.v1.g252470.t1	EH23b.chr8.v1.g217820.t1	A	C	C	A	C	C
EH23a.chr8.v1.g252490.t1	EH23b.chr8.v1.g217790.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252500.t1	EH23b.chr8.v1.g217780.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252510.t1	EH23b.chr8.v1.g217770.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252520.t1	EH23b.chr8.v1.g217760.t1	C	C	C	A	C	C
EH23a.chr8.v1.g252530.t1	EH23b.chr8.v1.g217750.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252540.t1	EH23b.chr8.v1.g217740.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252550.t1	EH23b.chr8.v1.g217730.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252560.t1	EH23b.chr8.v1.g217720.t1	A	C	C	A	C	A
EH23a.chr8.v1.g252590.t1	EH23b.chr8.v1.g217700.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252600.t1	EH23b.chr8.v1.g217690.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252610.t1	EH23b.chr8.v1.g217680.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252620.t1	EH23b.chr8.v1.g217670.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252630.t1	EH23b.chr8.v1.g217660.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252640.t1	EH23b.chr8.v1.g217650.t1	C	C	C	C	A	C
EH23a.chr8.v1.g252650.t1	EH23b.chr8.v1.g217630.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252660.t1	EH23b.chr8.v1.g217620.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252670.t1	EH23b.chr8.v1.g217610.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252680.t1	EH23b.chr8.v1.g217600.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252690.t1	EH23b.chr8.v1.g217590.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252700.t1	EH23b.chr8.v1.g217580.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252700.t2	EH23b.chr8.v1.g217580.t2	C	C	C	C	C	C
EH23a.chr8.v1.g252710.t1	EH23b.chr8.v1.g217570.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252720.t1	EH23b.chr8.v1.g217560.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252730.t1	EH23b.chr8.v1.g217550.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252740.t1	EH23b.chr8.v1.g217540.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252760.t1	EH23b.chr8.v1.g217520.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252770.t1	EH23b.chr8.v1.g217510.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252780.t1	EH23b.chr8.v1.g217500.t1	A	A	A	C	C	A
EH23a.chr8.v1.g252800.t1	EH23b.chr8.v1.g217480.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252810.t1	EH23b.chr8.v1.g217470.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252820.t1	EH23b.chr8.v1.g217460.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252840.t1	EH23b.chr8.v1.g217440.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252850.t1	EH23b.chr8.v1.g217430.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252880.t1	EH23b.chr8.v1.g217390.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252890.t1	EH23b.chr8.v1.g217380.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252900.t1	EH23b.chr8.v1.g217370.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252940.t1	EH23b.chr8.v1.g217350.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252950.t1	EH23b.chr8.v1.g217340.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252960.t1	EH23b.chr8.v1.g217330.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252970.t1	EH23b.chr8.v1.g217320.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252980.t1	EH23b.chr8.v1.g217310.t1	C	C	C	C	C	C
EH23a.chr8.v1.g252990.t1	EH23b.chr8.v1.g217300.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253000.t1	EH23b.chr8.v1.g217290.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253010.t1	EH23b.chr8.v1.g217280.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253020.t1	EH23b.chr8.v1.g217270.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253030.t1	EH23b.chr8.v1.g217260.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253050.t1	EH23b.chr8.v1.g217250.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253060.t1	EH23b.chr8.v1.g217240.t1	C	A	C	C	C	C
EH23a.chr8.v1.g253080.t1	EH23b.chr8.v1.g217230.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253090.t1	EH23b.chr8.v1.g217220.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253110.t1	EH23b.chr8.v1.g217200.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253120.t1	EH23b.chr8.v1.g217190.t1	C	A	C	C	C	C
EH23a.chr8.v1.g253140.t1	EH23b.chr8.v1.g217170.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253150.t1	EH23b.chr8.v1.g217160.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253160.t1	EH23b.chr8.v1.g217150.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253200.t1	EH23b.chr8.v1.g217090.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253240.t1	EH23b.chr8.v1.g217060.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253250.t1	EH23b.chr8.v1.g217050.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253260.t1	EH23b.chr8.v1.g217040.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253270.t1	EH23b.chr8.v1.g217030.t1	C	C	C	C	A	B
EH23a.chr8.v1.g253280.t1	EH23b.chr8.v1.g217020.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253290.t1	EH23b.chr8.v1.g217010.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253300.t1	EH23b.chr8.v1.g217000.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253310.t1	EH23b.chr8.v1.g216990.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253320.t1	EH23b.chr8.v1.g216980.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253350.t1	EH23b.chr8.v1.g216950.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253360.t1	EH23b.chr8.v1.g216930.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253370.t1	EH23b.chr8.v1.g216920.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253380.t1	EH23b.chr8.v1.g216910.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253420.t1	EH23b.chr8.v1.g216880.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253440.t1	EH23b.chr8.v1.g216860.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253450.t1	EH23b.chr8.v1.g216850.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253500.t1	EH23b.chr8.v1.g216790.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253510.t1	EH23b.chr8.v1.g216780.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253520.t1	EH23b.chr8.v1.g216770.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253540.t1	EH23b.chr8.v1.g216760.t1	B	C	C	B	C	C
EH23a.chr8.v1.g253550.t1	EH23b.chr8.v1.g216750.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253560.t1	EH23b.chr8.v1.g216740.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253570.t1	EH23b.chr8.v1.g216730.t1	C	A	C	C	C	A
EH23a.chr8.v1.g253660.t1	EH23b.chr8.v1.g216690.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253670.t1	EH23b.chr8.v1.g216680.t1	A	A	C	A	A	A
EH23a.chr8.v1.g253690.t1	EH23b.chr8.v1.g216660.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253700.t1	EH23b.chr8.v1.g216650.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253710.t1	EH23b.chr8.v1.g216640.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253730.t1	EH23b.chr8.v1.g216610.t1	C	C	C	B	C	C
EH23a.chr8.v1.g253750.t1	EH23b.chr8.v1.g216590.t1	A	A	A	A	C	A
EH23a.chr8.v1.g253760.t1	EH23b.chr8.v1.g216580.t1	A	A	C	A	A	A
EH23a.chr8.v1.g253770.t1	EH23b.chr8.v1.g216570.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253790.t1	EH23b.chr8.v1.g216560.t1	C	C	C	C	A	C
EH23a.chr8.v1.g253800.t1	EH23b.chr8.v1.g216550.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253850.t1	EH23b.chr8.v1.g216500.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253860.t1	EH23b.chr8.v1.g216490.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253880.t1	EH23b.chr8.v1.g216460.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253890.t1	EH23b.chr8.v1.g216450.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253900.t1	EH23b.chr8.v1.g216440.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253910.t1	EH23b.chr8.v1.g216430.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253920.t1	EH23b.chr8.v1.g216420.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253940.t1	EH23b.chr8.v1.g216400.t1	C	C	C	A	C	A
EH23a.chr8.v1.g253950.t1	EH23b.chr8.v1.g216390.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253960.t1	EH23b.chr8.v1.g216380.t1	B	C	C	B	C	B
EH23a.chr8.v1.g253970.t1	EH23b.chr8.v1.g216370.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253980.t1	EH23b.chr8.v1.g216360.t1	C	C	C	C	C	C
EH23a.chr8.v1.g253990.t1	EH23b.chr8.v1.g216350.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254000.t1	EH23b.chr8.v1.g216340.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254020.t1	EH23b.chr8.v1.g216320.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254030.t1	EH23b.chr8.v1.g216300.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254040.t1	EH23b.chr8.v1.g216290.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254050.t1	EH23b.chr8.v1.g216280.t1	B	C	C	C	C	C
EH23a.chr8.v1.g254060.t1	EH23b.chr8.v1.g216270.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254070.t1	EH23b.chr8.v1.g216260.t1	A	C	C	A	A	C
EH23a.chr8.v1.g254080.t1	EH23b.chr8.v1.g216250.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254090.t1	EH23b.chr8.v1.g216240.t1	C	C	C	C	C	A
EH23a.chr8.v1.g254100.t1	EH23b.chr8.v1.g216230.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254110.t1	EH23b.chr8.v1.g216210.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254120.t1	EH23b.chr8.v1.g216200.t1	C	C	C	A	C	C
EH23a.chr8.v1.g254130.t1	EH23b.chr8.v1.g216190.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254140.t1	EH23b.chr8.v1.g216180.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254150.t1	EH23b.chr8.v1.g216170.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254160.t1	EH23b.chr8.v1.g216160.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254180.t1	EH23b.chr8.v1.g216140.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254190.t1	EH23b.chr8.v1.g216130.t1	A	C	B	B	C	C
EH23a.chr8.v1.g254200.t1	EH23b.chr8.v1.g216120.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254220.t1	EH23b.chr8.v1.g216110.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254230.t1	EH23b.chr8.v1.g216100.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254240.t1	EH23b.chr8.v1.g216090.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254250.t1	EH23b.chr8.v1.g216080.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254260.t1	EH23b.chr8.v1.g216070.t1	C	C	C	C	C	C
